cleaned_text,sentiment
good,POSITIVE
getting many problems gaming plz make,NEGATIVE
slow online gamingpubg game lag much,NEGATIVE
worldlink wifi slow data bad quality wifi worldlink wifi,NEGATIVE
exhibited properly wordlink profile seen clearly,POSITIVE
wifi fast lockdown friends cant play battleground games help username thokra plz wan na play friends say best wifi nepal,NEGATIVE
app net running low,NEGATIVE
even though reported problems branches nothing well proper customer service,NEGATIVE
worse net nepal,NEGATIVE
kina net slow chalya ko xalastaie jhayou laakdooastaie bata net slow xa tapie ko k ho asto asto garnaw ta melyanaw neefirst maa ta ramarie chalthyo aily kina asto,NEGATIVE
nice,POSITIVE
good app,POSITIVE
doesnt log lot try,NEGATIVE
worldlinkbest,POSITIVE
good,POSITIVE
app exclend,NEGATIVE
worst experience worldlink internet takes lot time access internet restarting router also im experiencing much ping fluctuation throughout online games worst case online games even loading reasons,NEGATIVE
good,POSITIVE
lag palying online games please fix otherwise people leave wordlink help,NEGATIVE
noob net conditions think dhilo vanako nai worldlink ho getting 40mbps played pubg home user 2 good internet always server respond worst worldlink internet,NEGATIVE
worst internet service ever,NEGATIVE
world worst internet company willing add worldlink internet connection dont first internet connection good months internet worst,NEGATIVE
worst isp,NEGATIVE
slow playing free fire,NEGATIVE
worst internet suscribed 25mbps internet service bt checked internet connection speed various link got speed jst 056mbps downloading 132mbps uploading company actually taking advantages providing subscribed bandwidth let upload test speed ss public worldlink let people know ur truth,NEGATIVE
poor,NEGATIVE
good,POSITIVE
good,POSITIVE
oh,POSITIVE
fix internet get much ping game fix,NEGATIVE
better isp,POSITIVE
satisfied service guys failed provide thise speed peak hour,NEGATIVE
dont know past 23 monthsi facing pings problems gaming net isnt stable time doesnt work cheap network stop saying f international network company shame worldlink fix problem soon possible,NEGATIVE
yesto guiya net nahalum hai koi nepal ko sabai bhanda hawa net ho worldlink,NEGATIVE
excellent,POSITIVE
damn good,POSITIVE
donot send coad,NEGATIVE
poor netconnection,NEGATIVE
nice sewa,POSITIVE
since updated world link app working like app missing lots things problem changing password showing many phones connected etc,NEGATIVE
reboot system leunu vako daneybadh,NEGATIVE
sorry complain facing problem due internetyou devoted toward solutionplease serious problem otherwise users may negative impacts towards worldlink team,NEGATIVE
pandemic wayvery disappointedredusing speed locking playing online games worst decisionits like taking something u u needed,NEGATIVE
like worldlink,POSITIVE
easy,POSITIVE
well done worldlink,POSITIVE
good helpful app,POSITIVE
poor ninternet worldlink internet must improve internet service speed,NEGATIVE
worst isp provider nepal never real face started playing online games ally fraustation several months complains proper solution unmasking real face worldlink whoever planning join worldlink please dont gon na post worldlink make people unsubscribe guys deceive dumb app try checking internet speed show fastest please stay away,NEGATIVE
proper internet,POSITIVE
app good feature internet provide shame entire company slogan use chito vanekai worldlink joke regularly call customer care regarding problem always internet slow pretend something internet gets worse amount money spend calling customer care literally buy proper internet package month shame largest isp nepal,NEGATIVE
even one users net lag much playing games,NEGATIVE
suitable 1 star 25 mpbs range cant play online game,POSITIVE
subscribed 20mbps net slow cant play games,NEGATIVE
think worldlink used use cant play online games wifi 45 mbps kept use showing network problem continues disconnect worldlink,NEGATIVE
good job,POSITIVE
sale haru randi khana khole hunsa jaba yauda game ramro ri chaldaina,NEGATIVE
words,POSITIVE
worst internet provider nepal cheaters want money dont provide adequate service,NEGATIVE
happening cant even play online games properlythe network damn slowso slow keeps loading loading loadingwhen brother one playing,NEGATIVE
kando jasto app muji,NEGATIVE
great,POSITIVE
like app customer service satisfactory would recommend worldlink,POSITIVE
happen network past daysit even support gameplz something fast wifi connected game cant openit says networki hope fix fast,NEGATIVE
nice app,POSITIVE
tough,NEGATIVE
good,POSITIVE
worst internet service provider fooling subscribers charge 40 mps actual speed 510 mbps,NEGATIVE
excellence,POSITIVE
loved services provide fast,POSITIVE
good apps,POSITIVE
subscribed 25 mbps internet connection good suddenly new package arrived name 5g connection getting worst called like 3 time day different person complained router solved please dont sell new product making old worst may switch self different network,NEGATIVE
much slower internet speed updated app dont provide real internet connection speedyoutube buffering 25 mbps pw change ssid change enable wifi function workingbackend doesnt work new updated app,NEGATIVE
sorry bad review days quarantine enjoy playing online game cause get high ping solution also solved,NEGATIVE
network use kei kam lagdaina aru network vanda fast xa vanera yo use gareko kei kam nalagni pubg khelna lagda server vanda corona ko belama ni testo garexa ani manxe bahira dulna jannan ta game khelna napaayeramw ta agi techminds wala sathi ko gayera khelekohalka dimag lagauna paryo hai network dini manxe haru le go corona corona go jai pubg,NEGATIVE
ive subscribed 25mbps whole year even youtube videos delay playing frustated ur network delay dont anything crisis,NEGATIVE
recent update cant even change routers password password page even wont load frustrated paid whole year else would discontinue right away ever since tenants installed net feel speed going would give 0 star possible net slow hell recommended anyone cant even play decent game net,NEGATIVE
user friendly,POSITIVE
days cant play pubg itme time working slowly shows network error change change ur network plz fix,NEGATIVE
pubg would even open happening wifi 1 star side,NEGATIVE
app good last time wifi fast time fix,POSITIVE
useless service,NEGATIVE
bad,NEGATIVE
good,POSITIVE
good,POSITIVE
worst network ever ive seen life,NEGATIVE
awasome,NEGATIVE
poor app lags,NEGATIVE
need app mostly internet disrupted cant connect app data takes long connect nothing changed 2 years app still sucks,NEGATIVE
mf jotko,POSITIVE
worse,NEGATIVE
worldlink bata pubg khelda kina server timeout dekhaxuxa aru network bata khelda kei problem aaudaina worldlink connect garesi server timeout vanera game bata baira nikal dinxa happening tyo ta atti nai vayo k yei pubg khelna worldlink jodeko yei worldlink le ghat garya cha saabai worldlink user le yei vaniraxan worldlink game khulekai chaina vandai please fix,NEGATIVE
good improvement,POSITIVE
nice,POSITIVE
nice,POSITIVE
difficult change password slow open app,NEGATIVE
poor internet 20 mbps single le chalauda pani 350 ko ping aauxa pubg mastarting phase matra 100 ko ping thyo disgusting khate net ho game ko laii ho bhane ta kasaile pani na subscribe gare hunxaslogan chaii xito bhanekaii worldlink rein reality khattam bhanekaii worldlink,NEGATIVE
bad service,NEGATIVE
good,POSITIVE
havent seen worst app ever changing bandwidth 100 times doesnt,NEGATIVE
even star morefor worldlink net,POSITIVE
dhelo vaneko nai world link,POSITIVE
monopoly corporate office wont care consumers forced pay cuz need internet,NEGATIVE
good,POSITIVE
application world link quiet good used even service world link overall speedfacilityand service providede world link also good comparision internet service provider,NEGATIVE
poor service,NEGATIVE
poor,NEGATIVE
app good router network speed worst worstwe 45mps slower 5mps tplink good nowdays speed slow r 3 people connect wifi worstit doesnot provide internet playing pubg middle says reconnect 3 days thought router problem friend use worldlink problem speed slow middle game say reconnect also became 3 days,NEGATIVE
poor network jaile ping hight game ko bich reconnect vanxa,NEGATIVE
generally dnt review app beyond limitations worst update ever,NEGATIVE
ekdam slow,NEGATIVE
speed internet getting slower nowadays,NEGATIVE
think might change connection office calls time pay service poor,NEGATIVE
good,POSITIVE
cant able play pubg properly net please trying join net worldlink best option u never use net zero star net,NEGATIVE
khate wordlink,NEGATIVE
fast network worldlink fake,NEGATIVE
slow vanekai world link,NEGATIVE
good,POSITIVE
good update,POSITIVE
bad network world give low ping game,NEGATIVE
chado net fic gar latti khalas myakuri paisa lute xa net lamo jasto chalcha geda net,NEGATIVE
quick,POSITIVE
cant change password plz let know old one made easy change version camt change password,NEGATIVE
good doesnot provide userfriendly options features responding,POSITIVE
shittiest internet,NEGATIVE
tried many times change password says current password incorrect fix problem worldlink,NEGATIVE
service reliable,POSITIVE
app update indeed making internet service convenient reliable,POSITIVE
online games opening open online games says unable connect server please change server use another wifi happening please fix world link net,NEGATIVE
worst wifi,NEGATIVE
one jhurest internet service nepal,POSITIVE
today network losted 300points ace tier going conqueror middle match network work,NEGATIVE
anybody tell change password update im frustrate worldlink playing games,NEGATIVE
update app working properly unable change wifi passwrd changing wifi psswrd doesnt support disguisting app useless app plz dont download app,NEGATIVE
always ping high net slow sab vanda khatam wifi ho,NEGATIVE
want change wifi password,NEGATIVE
good,POSITIVE
nice,POSITIVE
lets pray worldlink corona called worldlink family good youtube even cant played online game opening proud internet,POSITIVE
vayena ni yesto ta lastai vayoserver response nai xaina vanxa ali ali grease launa paryo ali chiplo vayera smooth chalxa ki,NEGATIVE
wifi slow first speed pretty good become slow cant even open online games,NEGATIVE
nice use,POSITIVE
always lagging wifi,NEGATIVE
plz include running connected wifi device control remove function app,NEGATIVE
cant change password,NEGATIVE
say worldlink best nepalnot trueu use fb utube google surf internet fine u wan na play pubg free fire mlbb online multiplayer game isnt ur choiceping gets high u cant control ur character u get net package like 15 20mbps slow ur net purpose eventuallyi guarantee u coz could play mentioned games without issue connected worldlinkdisappointedplz provide service pay,NEGATIVE
app slow,NEGATIVE
excellent link,POSITIVE
world link apps also like link faster net nepal also run net world link,NEGATIVE
worldlink paadh kei pani chaldaina yesto jaabo kam xoina,NEGATIVE
features showoff app buggy app ever found,NEGATIVE
good app security,POSITIVE
good,POSITIVE
dhelo vanekoi worldlink,POSITIVE
better facilities wlink users,POSITIVE
login exchange username password mean,NEGATIVE
worst internet ever internet even worth getting 1 star also,NEGATIVE
great app,POSITIVE
really good app easy use common knowledge ape better new update really like new layout gui app,POSITIVE
new update trying log inn hasnt send pin number yester day case wifi password also unchangeable,NEGATIVE
good app,POSITIVE
good,POSITIVE
nice app myworldlink,POSITIVE
cant change wifi password wifi name doesnt shows even try laptop keeps saying undermaintainse need improve,NEGATIVE
nice apps,POSITIVE
nices,POSITIVE
nice app easy use much helpful,POSITIVE
world worst wifi ever becomes lag whenever want use tube playing pubg complition wifi package remove worstghatyanet thinking worldlink net please dont good world link worker tell us give 50mbps give 25mbps know cheat us thank,NEGATIVE
previous version better didnt like new ui missing optical level real time speed signal strength connected devices etc bring back features,NEGATIVE
slow internet 20 mbps speed test 300 kbps unfair,NEGATIVE
excellent condition,POSITIVE
connected device showing phone,POSITIVE
new version bad,NEGATIVE
march update better last one,POSITIVE
nice,POSITIVE
first 2year good feu month worst services cant explain thank,NEGATIVE
cant view connected devices,POSITIVE
poor network customer service good,NEGATIVE
speed halda chai sab vanda fast aile chai k 24 mpbs ko ani chalne speed chai 02kbs ko sakdainas vane tero wifi hata sakxas vane thik par,NEGATIVE
cant change bandwidth internet appso poor,NEGATIVE
disappointed wife connection speed test showing error,NEGATIVE
bad,NEGATIVE
nice,POSITIVE
wifi getting worster worster please please fix soon possible working much slow cant open app phone,NEGATIVE
worst internet service provider naam thulo kaam sano,NEGATIVE
nice help lot control wifi remove unknown user love,POSITIVE
outstanding,POSITIVE
internet sucks,NEGATIVE
service pathetic,NEGATIVE
best internet service nepal,POSITIVE
good,POSITIVE
good ui intuitive way connect router,POSITIVE
awsomr,NEGATIVE
good app,POSITIVE
isnt showing internet usage data full,NEGATIVE
good,POSITIVE
app work properly,POSITIVE
yo k khana rakhako new slow vayara chaldai na chalne vaya pachi k kam speed test ray khali try matra dekhauxa arko app bata chake garda 15 mbps chali rako hunxa,NEGATIVE
app suck old version amazing one awfull cant change wifi ssid,NEGATIVE
change password,NEGATIVE
nice ui,POSITIVE
good,POSITIVE
impressive,POSITIVE
awesom,POSITIVE
bad service,NEGATIVE
good,POSITIVE
great appeverything fingertip especially new update liked keep,POSITIVE
satisfactory compared isps,POSITIVE
goodgreat support,POSITIVE
best app ever,POSITIVE
network slow 45 mbps raa pubg khelda jaila nii 300 pin dikhau cha ramro lagana yalai fix garnu,NEGATIVE
worst service worldlink slowest internet paid 60 mbps speed 756kbps,NEGATIVE
good,POSITIVE
tried changing wifi password says updated theres change,NEGATIVE
nice,POSITIVE
facilities,POSITIVE
good one,POSITIVE
good,POSITIVE
best,POSITIVE
subscribed 25mps watch videos sometimes cant even open app cant even play online games one device connected router called didnt recharge called many times always hold even massage world link website one responding already recharged help,NEGATIVE
nice v nice,POSITIVE
nice app,POSITIVE
new ui looks great feels easy use wish could set saftynet password owrself,NEGATIVE
ok,POSITIVE
nice,POSITIVE
good app,POSITIVE
good,POSITIVE
nothing works app,NEGATIVE
awesome,POSITIVE
new update good misses many features real time connection speed internet usage per day also missing,NEGATIVE
days net working good please fix soon possible working slowly even friends also using worldlink wifi also facing problem like please solve soon possible,NEGATIVE
worse net ever dumbest applications never follow backs problem,NEGATIVE
really good interface easy advanced well done worldlink,POSITIVE
good,POSITIVE
hawa,NEGATIVE
nice app thank much,POSITIVE
good,POSITIVE
nice app ui aftet update,POSITIVE
well done,POSITIVE
good one,POSITIVE
preety disappointing net always run slow even dont send staff fixed iam pissed,NEGATIVE
device filter working,POSITIVE
nice app,POSITIVE
one worst internet ever,NEGATIVE
router agadi basera khelda pani ping fluctuate hunxa never use worldlink wifi wan na pro games,NEGATIVE
access router every isp provides speedtest functioning app closes pressing router takes forever start isp providers router doesnot take long,NEGATIVE
better old 1,POSITIVE
awesome app updates regarding internet,POSITIVE
poor,NEGATIVE
best internet,POSITIVE
fine,POSITIVE
nice app,POSITIVE
things need fixed asap,NEGATIVE
1 month ko ru1582 tireko jamaa 25 days aaudo raicha kam chaina worldlink suru suru chai thikai thiyo pachi chai kam xaina,NEGATIVE
late service,NEGATIVE
doesnt work useless net useless,NEGATIVE
nice speed per subscription,POSITIVE
app good world link doesnt provide port forwarding bandwidth controlled much able play online games browse facebook app technical service good though,NEGATIVE
change registered email app initially registered email fakenot mine inputted service provider mobile app put new email says validating information doesnt change anything username hikmat fdjee latest update store version 178 updates playstore,NEGATIVE
pra,NEGATIVE
good,POSITIVE
response,POSITIVE
working always shows error server mantainance using samsung s8plus,NEGATIVE
app somehow good complaints registered app arent cared anymore,NEGATIVE
difficult use,NEGATIVE
good,POSITIVE
good,POSITIVE
enjoyed,POSITIVE
best internet provider nepal,POSITIVE
satiesfied service,NEGATIVE
good,POSITIVE
worst router management portal ever made isp wont even let change wifi ssidpassword excuses called support,NEGATIVE
good enough,POSITIVE
bad net connection,NEGATIVE
pls improve support smt210 samsung tablet,POSITIVE
good,POSITIVE
worst net,NEGATIVE
good thank service,POSITIVE
worst internet provider nepal,NEGATIVE
amazing n fast loving,POSITIVE
like app,POSITIVE
good app really slow load speedtest otherwise good one followup internet connection,NEGATIVE
changed password plz,NEGATIVE
excellent update,POSITIVE
work smoothly,POSITIVE
need grow,POSITIVE
good service,POSITIVE
good,POSITIVE
good,POSITIVE
quick respond upon complain useful app,NEGATIVE
ok,POSITIVE
latest amazing app,POSITIVE
perfect app,POSITIVE
good,POSITIVE
good,POSITIVE
guys even care customers world link worst day day,NEGATIVE
world slowest internetplease please kindly request use internet,NEGATIVE
zero dina namilera 1star deko,NEGATIVE
one worst internet provider app warks well useless internet like rotten dead mouse dont connect worldlink save time save money,NEGATIVE
biggest mistake life connected internet worldlink god please forgive biggest mistake done sorry,NEGATIVE
waste time,NEGATIVE
good,POSITIVE
worst update ever,NEGATIVE
naya update password chai kasari change garne ho,NEGATIVE
nice work,POSITIVE
good,POSITIVE
nowdays get slow,NEGATIVE
good,POSITIVE
loved new version 204 thanks update,POSITIVE
good network operator,POSITIVE
worldlink app dont ui,NEGATIVE
many people compalin pubg ping nothing saying issue conveyed concern department team make necessary arrangements troubleshoot connection solve issue soon possible thank contacting us stupid never try solve problem worst isp,NEGATIVE
happen 2days working account say sorry registered oops,NEGATIVE
good internet quality,POSITIVE
nice customer care,POSITIVE
good,POSITIVE
best app get updated internet account,POSITIVE
chito bhane kai word link,NEGATIVE
new app dosent send verification code,NEGATIVE
nice app,POSITIVE
good,POSITIVE
much improved,POSITIVE
nice user friendly app,POSITIVE
wow,POSITIVE
well managed,POSITIVE
fast reliable customer service,POSITIVE
wifi service becoming slow fees high app also working cant see number device connected cant change password complained many times still problem worse daybyday becoming slowest service provider please fix soon good feedback,NEGATIVE
like,POSITIVE
best,POSITIVE
best update see connected device easily,POSITIVE
good,POSITIVE
update app openit asks registered mobile number nd putting mbl number code come,NEGATIVE
play store updated seems old version,NEGATIVE
good,POSITIVE
nice,POSITIVE
good,POSITIVE
ease accessing internet home thanks worldlink,POSITIVE
good service provider,POSITIVE
app working without anything side guess problem server side instead app working fine facebook google profile name already told problem facebook messenger,NEGATIVE
device filtering function doesnt work,NEGATIVE
app good worst internet service,NEGATIVE
nice update,POSITIVE
cant able change password app useless,NEGATIVE
bahut sundar chha,POSITIVE
worldlink internet slowi swear godsi cant watch live streaming football midnight 30mbps internet ii person connected router,NEGATIVE
presisting problem slow internet inconsistent connectivity since last three month time used best service nepal deteroratrating day disappointed post complaint guy comes restarts router haha self mark ticket solved crazy since switched router nokia able enjoy internet seem able solve issue area sin,NEGATIVE
tapai ko app download garna nai 20 minutes lagyo k ho yesto,NEGATIVE
good,POSITIVE
good job,POSITIVE
im able change password app every time change password set old password bug update,NEGATIVE
great app nicely developed developer greatly mature,POSITIVE
thankyou give myworldlink apps,POSITIVE
uselesss,NEGATIVE
please solve online gaming high ping problem,NEGATIVE
helpful,POSITIVE
already downloaded app several times still getting reboot optionusername yogendrashai pepsicola,NEGATIVE
worst update far previous interface better one,NEGATIVE
good,POSITIVE
good,POSITIVE
new ui refreshing,POSITIVE
good,POSITIVE
conjustesd,NEGATIVE
nothing say worst net ever seen,NEGATIVE
worst device filtering working,NEGATIVE
poor internet speed,NEGATIVE
enjoy used worldlink,POSITIVE
good,POSITIVE
easy use,POSITIVE
every update automatically logout,NEGATIVE
good ui update,POSITIVE
everything worst,NEGATIVE
awesome,POSITIVE
wow,POSITIVE
good,POSITIVE
net goes slow many times,NEGATIVE
thankyou give apps,POSITIVE
best app,POSITIVE
easy,POSITIVE
good,POSITIVE
new app interface really awesome,POSITIVE
easy access anytime anywhere,POSITIVE
wonderful app,POSITIVE
excellent,POSITIVE
better,POSITIVE
good,POSITIVE
subscribed 20mbps package speed shows 910mbps net goes slow please solve problem,NEGATIVE
nice,POSITIVE
cheap,NEGATIVE
great app wlink subscribers check internet connection,POSITIVE
thats great,POSITIVE
absolutely perfect,POSITIVE
good,POSITIVE
easy useful friendly apps,POSITIVE
helpful app know internet service,POSITIVE
ok,POSITIVE
awesome,POSITIVE
app really useless cant even change name password speed test seriously making people fool,NEGATIVE
good,POSITIVE
good,POSITIVE
nic app,POSITIVE
excellent,POSITIVE
poor quality,NEGATIVE
ok satisfied wvery day night time net working,POSITIVE
good,POSITIVE
best internet provider,POSITIVE
good app,POSITIVE
unsatisfied,NEGATIVE
fine,POSITIVE
good service,POSITIVE
nice app,POSITIVE
safe net totally worthless,NEGATIVE
new update better old one,NEGATIVE
unstable always,NEGATIVE
gajab,NEGATIVE
always shows router offline even router please fix,NEGATIVE
good apps continue improve required,POSITIVE
good,POSITIVE
good service,POSITIVE
nice app,POSITIVE
nice,POSITIVE
nice company need provide toll free,POSITIVE
best app internet users,POSITIVE
world link fast good internate service,POSITIVE
old one better,NEGATIVE
recently another version app app using beforeits hard change wifi name even,NEGATIVE
best chha yar,POSITIVE
work dhcp range realtime bandwidth bandwidth change,NEGATIVE
app working best experienceit awesome,POSITIVE
perfect,POSITIVE
bad add option remove wifi user,NEGATIVE
khatam xa yo npl ko net vani matrw ho world link pani ustaii ho sab poisa khana matrw janmey ko customer care call garda sab bg rey vanna ko lagi matrw rakhey xa costumer care nahaley ni hunxa yo world link ko net,NEGATIVE
good bt best,POSITIVE
good ui like,POSITIVE
worse internet service provider field game complain issue ping problem game since 3 4 months ago still havent got permanently solved say managed openes game problem shame,NEGATIVE
person operate asias expensive slowest speed low range internet science last 5 years request worldlink support registering name guinness world record,NEGATIVE
poor service,NEGATIVE
many times nettv doesnt work properly bought 25mbps speed test shows 1920 net goes slow,NEGATIVE
good,POSITIVE
better older version,NEGATIVE
slow internet isp,NEGATIVE
superb apps,POSITIVE
worst internet everi want change internet,NEGATIVE
good,POSITIVE
net speed check garda afai crash hunxa app,NEGATIVE
good internet service provider,POSITIVE
worsts,NEGATIVE
excellent,POSITIVE
happy time worldlink bring fantastic ui easy accessable tools love updated version easy use,POSITIVE
new ui pretty cool,POSITIVE
best net,POSITIVE
boom,POSITIVE
useful,POSITIVE
world link good service,POSITIVE
vgood,POSITIVE
speed indicator working waiting patched version thank,NEGATIVE
takes lot time change settings adding mac address plz solve,NEGATIVE
awesome,POSITIVE
user frindly,NEGATIVE
poor,NEGATIVE
way convenient open ticket post problems waiting call someone pick answer,NEGATIVE
give 1 star net much lag evening night network bad gamer,NEGATIVE
easy get password,POSITIVE
net service literally useless hate,NEGATIVE
hopefullyspeed optimizer improve,POSITIVE
nonsense apps,NEGATIVE
good,POSITIVE
awesome better display settings,POSITIVE
like new interface,POSITIVE
bad app nothing works donot use,NEGATIVE
whitelist blacklist feature app doesnt work even process done correctly shows ssucceed people app development check properly either function works properly,NEGATIVE
good,POSITIVE
ok,POSITIVE
nepal ko khate internet service provider,POSITIVE
nice,POSITIVE
good,POSITIVE
wlink best slow internet app useless thank,NEGATIVE
thank services,POSITIVE
worst internet service provider nepal recommend never sybscribe worldlinks internet,NEGATIVE
worst internet service provider nepal recommend never sybscribe worldlinks internet,NEGATIVE
filter function working properly please fix soon havenot fixed problem yet worldlink sercice bad,NEGATIVE
nice thinking,POSITIVE
super fast net service,POSITIVE
option disable fup temporary time latest update,NEGATIVE
best app controlling internet,POSITIVE
thanks wlink adding ont reboot option best app isp,POSITIVE
im giving three star good net two cut delay reply always get late replay need improve thank,POSITIVE
update cant use speed test feature please fix,NEGATIVE
lucky kumar gutam,POSITIVE
hell lagging,NEGATIVE
speed testing working,POSITIVE
worst bad nice bad dont use net customer service also good,NEGATIVE
kinda like new material ui change bt need improve like dark mode,NEGATIVE
rati net ekrati chladina online games high pingyt buffering slow internet connection,NEGATIVE
hell man rati vayepaxi kina jahile net slow hunxa haooens every time even youtube videos pani 720p chaldai net slow vayera,NEGATIVE
right worldlink app working open simly say internet connection want app run properly,POSITIVE
easy us provide us router admin username password right user thiss app sucks lot,NEGATIVE
love app bt worldlink wifi playing pubg seems much lag buy wifi pubg tooo much laaging worldlink,NEGATIVE
bad internet connection,NEGATIVE
wifi junk doesnt work nicely buy wifi dont buy worldlink wifi piece junk wifi wifi make mad yo play pubg watch youtube mobile,NEGATIVE
slow night show us fake remaining day,NEGATIVE
good service provider u want use easy time pass gaming online movies,POSITIVE
last patur vhayexa worldlink,NEGATIVE
loved new uiux speed test feature would great could connect router network even internet connection could reboot router without reaching router physically,NEGATIVE
best worldlink wifi,POSITIVE
working properly,POSITIVE
app works well dont know app doesnt let use speed test feature whenever try open feature app crashes restart fix,NEGATIVE
nice,POSITIVE
h p p,POSITIVE
good,POSITIVE
poor net,NEGATIVE
connected device doesnt show every connected device,NEGATIVE
easy enable disabbe wifi app work properly complained support several times still done,NEGATIVE
work properly,POSITIVE
able get registration code login,POSITIVE
nice speed net,POSITIVE
good online gaming like pubg extra,POSITIVE
fup worst gives download speed 40 kbs literally sucks,NEGATIVE
see realtime data usage user changes saved single click update app internet quality,NEGATIVE
worst one,NEGATIVE
speed test working plz fix,NEGATIVE
mero ta nettv pani adki adki chalxa guys pubg ni ping 500 700 aauxa guys netpani ramro chaldaina na wifi password pani change hudaina,NEGATIVE
yeah got resolved,POSITIVE
needs router access whole router app kudos,NEGATIVE
num haanerw login garnw khojeko mob vericode nai aayenw,NEGATIVE
net becoming low speed slow days,NEGATIVE
slow good app,POSITIVE
bugs still fixed great tool well,POSITIVE
slow network app working properly,NEGATIVE
speed test hundaina ta net tv ko option mattra cha tara kehi kaam chaina,NEGATIVE
whenever try test speed app closes automatically,NEGATIVE
world wosrt service providing wifi companyi opened ticket technical support previous week open come repair itso im leaving use wifiand also prefer guyz use,NEGATIVE
worst app send verification code comes put code tap continue says internet connection,NEGATIVE
app working properly nowadays cant change password,NEGATIVE
worst internet provider nepal,NEGATIVE
nice application,POSITIVE
nice app,POSITIVE
one worst app internet providers market,NEGATIVE
nice app useful,POSITIVE
ok,POSITIVE
easy useful always faults application nepals 1 internet provider shame always mistakes app previously password couldnt changed device filtering parental control features dont work,NEGATIVE
app crash frequently specially trying test speed internet,NEGATIVE
worst wifi pubg nai ramrari chaldaina recommended worst wifi,NEGATIVE
nonsense app doesnt change password doesnt block wifi dont wast time download,NEGATIVE
try login dont receive verification code tried login gmail facebook still didnt work,NEGATIVE
net slower slower day day make power full play online games get pin high much,NEGATIVE
ever blacklist phonemy phone gets disconnected none devices connected use data turn device filtering,NEGATIVE
wasome,NEGATIVE
easy app,POSITIVE
im facing slow internet connection frequently disconnect calling viber made frequent complain regarding issue complain hours problem get solve next day problem continues people increase bandwidth scheme increase customer ever thought ur internet service doubt people fool customers one day fall sharply like moved provide ur owner call directly,NEGATIVE
speed test working,NEGATIVE
lado jasto xa app password change nai hunna error loading configurations show garxa,NEGATIVE
basbas app working net app properly loot worldlink,POSITIVE
slow,NEGATIVE
app working fine months ago version 178 working shows internet connection although connected please fix app soon,NEGATIVE
love,POSITIVE
hawa na password change hunxa na kei,NEGATIVE
wrost sales services ak choti connection baye paxi matlab nai hudina ini haru lai,NEGATIVE
app opening today opened hardly responding maintenance going today app,NEGATIVE
slowest net nepal guys dont use net 600 ping pubg,NEGATIVE
great app thanks,POSITIVE
excellent,POSITIVE
app worst app worldlink worst isp nepal recommend use world link,NEGATIVE
wow,POSITIVE
always problem complain gareko 3 din samma pani banauna aayeko xaina malai service mann parena always disconnected gareko hunxa 1 week 5 choti complain garisake problem matrai xa,NEGATIVE
bugs speed test please fixed issue lags online games low pings,NEGATIVE
totel connected devices show error every time plz fix,NEGATIVE
sir complain many times reset router internet still slow fully frussted 2 year old user soonly 15 days internet expire thinking want leave internet want think star inertnet provide us soo one star trying vianet think,NEGATIVE
good service,POSITIVE
takes longer see connected devices many issues fixed earned lot spending little well app developers wouldnt make loss also sometime internet lags 1 star go 5 fixed,NEGATIVE
features okay block devices connected router,NEGATIVE
access worldlink app says theres internet connection phone connected worldlink router help,NEGATIVE
speed test working latest version app closes immediately hit speed test please fix,NEGATIVE
nice channel,POSITIVE
functions working properly speed test lags mobile phone plzz fix bugs soon,NEGATIVE
relay fan circular icons seem similar,NEGATIVE
yep,POSITIVE
app crashes speed test please solve fast,NEGATIVE
preety good app,POSITIVE
useful appsaved phn call expensealso change wifi password account details view thank,NEGATIVE
referal offer 1 month free internet faulty dosent work benefit received according option selected please remove options cant provide facility seems cheating customers providing gimmicky options,NEGATIVE
soon click speed test close app,NEGATIVE
whenevery try filter device network says server failed eveeytime need work worldlink work network layer,NEGATIVE
change password,NEGATIVE
good,POSITIVE
crashes trying speed test,NEGATIVE
slowest net ever seen,NEGATIVE
superb,POSITIVE
days device connected option woking plz need fix issue possible fast,NEGATIVE
useless,NEGATIVE
good,POSITIVE
cant see connected devices keeps rotating doesnt load anything,NEGATIVE
nice app helps know account status internet speed remaining days change wifi password nice one,POSITIVE
tori net high ping lootlink,NEGATIVE
lots problem one parental control feature setting choose timing accordingly ampm format unable choose ampm would nice feature managed,NEGATIVE
developer team need solve app crash issue performing speed test,NEGATIVE
download,POSITIVE
really slow,NEGATIVE
safe net working overall good app,POSITIVE
bad,NEGATIVE
change wifi password appwhat change password even extend grace periodit says registeredbut already registered,NEGATIVE
really good app net speed chai banauna aako 2 3 paxi feri slow hunnca,POSITIVE
hiits services good,POSITIVE
time internet connected tell,NEGATIVE
nice,POSITIVE
need dark mode ui change,NEGATIVE
app okay buggy interface j tried removing mac filtering always says server busy time sometime doesnt show connected devices please check,NEGATIVE
kam xaina yo isp last slow xa internet 3 months ive complaining bt internet speed slower adsl adsl far better worldlink,NEGATIVE
one good service prompt attention,POSITIVE
easy use problem show accurate connected device think would better increase device filter ie either block allow,NEGATIVE
nice,POSITIVE
nice,POSITIVE
nice app,POSITIVE
nice app,POSITIVE
crashes frequently otp wont work something says invalid otp,NEGATIVE
please add features like mac filter adding disconnect unwanted devices etccommonplz hear us also,NEGATIVE
wow,POSITIVE
